edad,salario,productos,churn
18,4136,5,0
38,7405,1,0
25,5446,3,1
60,3542,3,1
48,8453,5,0
50,6424,1,1
61,5718,2,1
42,5867,1,1
46,7880,4,1
55,8427,4,1
22,4342,2,0
43,2918,5,0
34,4880,4,0
39,2231,5,0
55,8274,1,1
25,2195,5,0
39,5729,2,0
52,3716,3,0
63,2496,5,1
60,6076,3,1
28,7129,3,1
65,6015,5,1
60,6838,4,1
46,3198,5,1
41,8549,4,1
63,6477,3,1
26,6046,1,1
21,3267,2,0
65,6582,4,1
56,7209,1,1
37,6132,5,0
56,8844,4,1
47,1917,3,1
51,4251,3,1
24,8270,3,1
31,5285,4,1
28,6085,4,1
24,2479,2,0
58,2043,2,0
39,7960,4,1
25,8151,1,0
57,5827,5,0
39,6522,1,1
19,7844,5,1
64,6492,2,1
46,5633,5,0
38,3010,5,1
45,6593,2,0
41,2532,3,1
52,7951,1,1
47,7935,1,1
60,4408,2,0
43,1963,1,0
33,8249,5,0
33,8825,5,0
54,5685,3,0
38,4663,1,0
45,2146,5,0
51,4487,5,1
50,7675,1,0
38,2299,2,0
63,5576,2,1
39,7511,5,1
42,8005,4,0
46,2446,2,0
50,7703,5,1
33,3512,3,0
57,2294,1,0
52,4435,4,0
58,4191,4,1
23,7130,3,1
42,3761,5,0
29,4725,3,1
25,2629,4,0
43,7361,5,0
26,8667,5,1
48,5782,2,1
28,6262,5,1
59,4898,4,0
33,4216,2,0
42,8412,3,1
63,7394,4,0
24,6907,4,1
38,6998,2,0
58,4254,4,1
20,4858,1,0
60,6389,5,0
49,3553,1,0
49,5238,2,1
50,8946,1,1
34,7341,3,1
51,7984,5,1
38,8306,2,1
54,5173,5,1
44,5857,4,1
60,8847,5,1
62,1829,5,0
50,6195,3,1
50,5521,3,1
40,2716,2,0
39,6204,4,0
49,2809,4,1
30,1974,4,1
53,2781,1,1
35,8154,1,0
31,6638,5,1
22,5955,4,1
48,5430,3,1
32,7798,2,0
36,8033,4,1
34,2572,2,0
56,1902,5,1
40,3381,5,1
44,1989,2,0
43,2891,3,0
28,2123,3,0
28,8864,2,1
57,2085,3,1
26,1859,3,1
22,1961,1,0
49,7448,5,1
35,2616,5,0
35,4841,2,0
59,2416,1,0
63,6847,3,0
58,2983,2,1
52,5614,1,1
65,6371,4,0
42,3895,5,0
29,3253,3,0
49,8697,3,1
29,4172,1,0
62,7089,2,0
24,2683,5,1
21,2090,2,0
51,5335,1,1
31,2211,4,0
52,5071,4,1
28,2259,2,0
20,6670,3,1
33,5002,4,1
22,6479,3,0
52,6579,1,0
47,5697,5,1
21,2584,4,0
39,8336,5,1
19,8341,4,1
47,2532,2,1
20,7160,4,0
23,2694,2,0
42,6439,1,1
48,2419,4,1
29,2782,1,0
34,4390,3,1
25,5863,1,0
53,8417,1,1
18,5525,3,1
44,2240,2,0
37,4201,2,0
27,2560,4,0
39,3283,2,0
35,7987,1,0
64,7242,1,1
37,7877,4,1
48,3276,4,1
31,7324,2,0
58,4692,3,0
26,5652,4,0
47,6737,3,1
19,7347,2,0
40,8576,3,1
40,2717,4,0
24,2670,5,0
38,6199,5,1
23,3198,4,0
43,8005,3,1
52,5188,3,1
45,8281,5,1
26,3552,4,0
21,1879,5,0
37,5537,3,0
65,3690,4,1
53,2525,5,0
20,5819,3,1
54,2870,1,0
20,2212,4,0
64,8059,5,1
30,5019,5,1
58,2847,2,1
32,4082,5,0
45,4015,4,1
20,5930,2,0
54,6123,4,1
45,3335,2,0
18,3177,1,0
30,7890,4,1
65,3015,1,0
39,1812,2,0
18,2299,1,0
51,4887,2,1
65,7651,4,1
55,2711,5,0
51,6068,5,1
54,2537,1,0
43,8339,1,0
23,4949,5,1
58,3047,2,0
49,3451,4,1
55,7315,5,1
54,7753,4,1
57,2166,4,0
64,4559,3,1
23,8800,5,1
34,4982,2,0
19,6688,5,1
61,3595,2,0
24,7722,2,1
23,2587,5,1
38,2557,5,0
41,7487,3,1
27,8019,5,1
37,3029,1,0
34,8393,1,0
31,4453,2,0
44,2045,4,0
54,6774,5,1
55,7567,3,1
45,5417,2,1
24,2279,5,0
59,7706,1,1
63,8107,5,1
62,5953,2,1
59,3622,5,1
36,1809,2,0
43,2952,1,0
50,2373,4,1
38,2913,4,0
40,7019,2,0
28,3620,3,1
19,1868,3,0
57,2575,5,1
53,7544,3,0
25,7424,4,1
58,3247,3,1
19,4149,4,0
20,2298,4,0
32,2253,3,0
19,2240,1,0
33,6079,2,0
19,2535,2,0
26,6451,4,0
23,2824,1,0
34,6161,3,0
65,5317,4,1
32,8475,3,1
64,2176,3,1
27,5402,4,1
58,4256,4,1
19,2677,5,0
33,1856,3,0
65,8341,2,1
37,5828,2,0
40,6373,4,0
44,6180,2,0
38,8000,1,1
26,8567,4,1
29,5029,4,1
50,5011,4,1
42,4676,4,1
26,4061,1,0
57,5420,4,1
46,5983,3,1
36,5677,4,1
60,3107,5,0
31,4762,1,0
24,8405,5,1
54,5759,3,1
26,3727,3,1
31,4319,1,0
44,8998,4,1
25,3035,1,0
58,5345,3,1
40,3140,3,0
29,1940,4,0
35,8362,3,1
23,8078,1,0
63,6817,4,1
52,6309,1,1
47,3840,1,1
45,3712,3,0
61,6606,3,1
50,8405,2,1
51,6033,3,1
44,6197,1,1
43,3927,1,0
24,8489,1,1
29,2546,2,0
41,4347,2,0
35,2473,2,0
19,2770,4,0
57,7894,5,1
33,5868,2,0
64,7058,5,1
21,3459,2,0
62,3451,1,0
53,8583,5,1
21,2456,1,0
20,1908,2,0
48,8462,1,1
62,5866,1,1
47,8041,5,1
65,2659,4,1
27,8030,3,1
57,7954,1,1
34,2607,5,0
58,5622,5,1
41,1877,1,0
46,4591,2,0
28,7584,1,0
28,6372,5,1
46,6081,1,1
47,6704,1,1
47,2717,4,0
19,6326,5,0
57,5650,2,0
30,7344,5,1
55,6991,4,1
49,8147,1,1
49,4575,2,0
44,6384,1,1
18,3291,3,0
61,7721,5,1
40,5613,5,0
28,7135,3,1
36,3390,2,0
43,3325,2,0
25,5000,5,0
42,6735,4,1
47,3926,4,1
19,4986,4,0
40,2343,4,0
25,3814,5,1
41,7509,2,0
21,7827,1,1
37,8545,2,0
18,5734,1,0
41,2180,5,1
28,4110,2,0
62,2721,5,1
32,6534,2,0
36,5923,1,0
18,4269,1,0
56,8430,1,1
38,8829,2,0
24,4817,1,0
64,4787,5,1
62,4182,4,1
33,3693,5,1
32,4338,5,0
18,4469,1,0
35,5885,4,1
27,5818,5,1
55,8249,4,1
25,4421,4,0
39,4429,1,0
22,5478,4,1
24,2897,2,0
54,5877,5,0
41,3926,2,0
58,2173,5,1
32,7815,4,0
36,8245,3,1
65,8702,3,1
45,8133,4,1
20,4733,1,0
19,5573,2,0
50,5599,1,1
34,7982,4,1
59,7965,2,1
64,2301,2,0
38,4314,2,0
29,5423,3,1
37,5922,3,1
60,3283,4,0
54,3215,3,1
43,7413,5,1
27,5493,2,0
37,2174,4,0
34,2914,1,0
42,7396,2,0
22,8842,2,1
31,7752,5,1
43,5698,4,1
40,6745,2,0
51,5332,5,1
56,2226,4,1
62,2047,3,1
51,5022,5,1
29,2271,3,1
33,3927,1,0
19,7430,5,1
56,8124,2,1
54,5225,1,1
38,6683,4,1
34,8161,1,0
61,7175,3,1
21,7835,4,1
47,5894,3,1
28,5374,1,0
19,3776,5,0
29,5706,2,1
65,8659,2,1
31,3276,1,0
29,7071,2,0
24,8038,1,1
41,7135,4,1
25,5828,1,0
21,8185,3,0
52,4847,1,0
53,5110,5,1
20,4870,2,0
45,6539,1,0
29,3333,1,0
65,5185,5,1
18,2583,3,0
43,4000,4,1
21,5259,5,0
22,5491,4,1
19,3569,1,0
30,5450,1,1
61,1888,1,0
30,3509,2,0
47,3303,3,1
42,6531,2,1
46,3109,5,1
46,5349,2,1
18,6223,2,1
20,7873,4,1
38,3930,1,0
40,6844,5,1
53,4462,1,0
32,7847,5,1
47,7540,2,1
49,3276,5,1
28,6490,1,1
32,4651,1,0
54,8493,4,0
45,7686,4,1
59,4512,2,0
28,6329,3,1
31,6617,4,1
65,6933,5,1
46,7721,1,1
52,5362,3,1
44,7929,4,1
44,8734,1,0
52,1883,1,0
28,6674,1,0
22,4842,3,1
33,6876,1,0
52,6489,1,1
29,3085,3,1
33,3489,2,0
28,3804,3,0
27,8432,3,1
39,4618,1,0
64,3653,3,1
63,7394,1,1
43,6558,5,1
53,4133,2,0
33,3378,2,0
33,5028,2,0
26,1859,5,0
54,7916,5,1
32,2803,2,0
35,7965,3,0
55,2271,4,1
56,5017,3,1
57,6724,5,0
21,2765,2,0
49,5088,2,0
47,4331,5,1
28,2337,1,0
56,8147,3,1
54,3464,4,1
24,6600,2,0
46,2422,2,0
41,3701,4,0
45,8803,3,1
27,7270,5,1
43,3863,4,0
27,7544,1,1
45,2786,4,1
32,2016,1,0
28,7205,5,1
38,8964,2,0
30,3161,1,0
62,3686,3,1
38,2570,3,0
26,2622,5,0
37,3747,1,0
46,5774,5,1
26,3937,4,0
26,4866,3,1
27,2565,5,0
63,8506,3,1
61,4432,5,1
55,3277,1,0
52,5757,4,0
49,6994,4,1
30,3511,2,0
55,6629,5,1
24,4732,5,1
28,4587,4,1
60,4174,4,1
51,4532,5,1
40,7823,5,1
65,6235,2,1
38,7530,4,1
48,2905,4,1
19,7859,5,1
48,2826,5,1
41,4299,2,0
58,8967,3,1
23,8236,5,1
53,3102,2,0
40,1870,1,0
40,7774,4,0
37,5463,2,0
30,6624,3,1
59,1904,1,1
28,8295,2,0
35,2514,3,0
29,6666,1,1
56,7552,4,1
62,5432,1,0
43,1802,3,1
39,8583,1,1
41,5325,2,0
48,8648,3,1
19,7675,2,0
21,7840,1,0
33,4837,2,0
29,2901,2,0
47,2567,1,1
32,4931,1,0
44,1974,5,0
49,7199,1,1
35,5078,1,1
65,5224,1,1
45,8929,2,0
31,7605,5,1
40,1884,1,0
32,5593,2,0
45,2538,4,1
60,3001,2,0
31,8905,2,1
25,1901,5,0
63,2563,4,1
30,7660,1,0
35,8493,3,0
65,3410,4,0
48,7194,4,1
48,5242,1,1
62,3507,3,1
29,6909,1,1
45,8426,1,0
39,2619,5,0
19,2508,4,0
54,3346,2,0
29,2137,2,0
32,5447,3,1
35,2437,4,0
35,4629,4,1
30,5904,4,1
46,6471,1,0
36,8130,5,1
32,4900,2,0
54,2139,3,1
29,3420,5,0
63,3980,1,0
18,6679,3,1
39,6926,3,1
35,3228,1,0
35,3720,3,1
56,1931,1,0
32,5707,5,0
61,5300,1,1
59,7002,4,1
36,3619,4,0
51,3945,3,1
21,5045,4,0
46,8707,3,1
34,5192,4,0
42,7985,2,0
22,4812,3,1
23,6055,3,1
65,6788,5,0
21,3021,4,0
62,3167,5,1
18,8165,5,1
20,7513,4,1
53,4954,1,0
33,4776,4,1
45,2072,3,1
32,7582,2,0
45,6650,5,1
19,5046,4,1
60,3528,1,1
48,7541,1,1
26,3299,2,0
48,6507,3,1
57,1932,5,1
59,5953,4,1
50,8025,3,1
20,4972,4,1
54,5197,2,1
28,7504,5,1
50,7992,4,1
19,7877,3,1
58,4443,1,1
58,4279,5,0
25,7489,4,0
59,8816,5,1
62,8065,1,1
43,7393,4,0
43,3487,2,0
22,5094,2,0
61,1921,4,0
55,6562,2,1
50,8675,5,0
54,8487,5,1
49,2783,5,0
62,4444,2,1
32,5598,1,0
18,6173,4,1
37,6803,3,0
55,4191,2,0
63,7497,5,1
60,3720,1,0
33,4477,3,0
58,6727,1,0
40,8149,5,1
44,5483,1,1
56,3271,1,0
52,5397,2,0
34,6774,5,0
35,3700,5,1
65,8155,3,1
33,8449,1,0
62,7356,1,1
52,2714,4,1
18,4965,4,1
35,7233,2,0
39,7085,5,1
21,2643,4,0
34,8127,5,1
60,2962,5,0
18,3436,4,1
25,5699,1,1
27,5177,3,0
21,3467,1,0
52,2057,5,1
22,5521,2,0
51,3156,5,1
53,3224,3,1
51,4472,1,0
19,5549,2,0
60,6546,3,1
29,7055,4,1
23,2416,4,0
45,6652,1,1
42,8833,1,0
48,5127,4,0
53,2071,5,0
19,3766,5,0
21,7006,2,1
44,3394,3,0
31,4471,5,0
59,3306,3,1
51,7374,4,1
23,3263,1,0
36,8439,2,0
60,8983,3,1
56,1952,5,0
27,3625,4,0
18,3296,5,1
54,5497,4,1
63,2281,2,0
59,8034,4,0
36,3784,4,0
62,4325,1,0
32,7521,4,1
23,7533,5,1
41,8180,3,1
33,8957,4,1
35,8684,5,1
25,4685,5,0
49,3837,5,1
63,5077,4,0
30,2841,2,0
42,5103,4,1
57,6133,4,1
22,2859,3,0
54,8489,4,1
60,3226,2,1
34,3323,5,0
29,3158,4,0
26,1890,4,0
22,5516,5,1
29,3349,3,0
55,6721,2,1
65,6741,5,1
38,7956,5,1
43,6354,5,1
49,5494,5,0
45,1901,3,0
34,6102,2,0
34,6780,2,0
30,6740,5,1
56,2493,2,1
43,1880,1,0
22,4172,3,0
60,7521,4,1
27,8681,5,1
22,8291,3,1
60,3658,1,1
64,6420,1,1
25,1936,2,0
54,5860,3,0
58,8710,5,1
20,6645,5,1
59,4480,4,1
65,8238,2,1
18,4499,5,1
59,3039,1,0
32,4559,2,0
49,5294,4,1
24,6898,3,1
57,5082,2,1
54,8577,5,1
20,7116,3,1
26,1835,1,0
41,3815,1,0
44,5150,1,1
45,6484,3,1
27,8007,3,1
18,4336,2,0
37,5820,3,0
28,4404,2,0
60,3390,4,1
38,8766,4,0
21,5864,4,1
59,3189,1,0
40,2308,2,0
54,8040,2,1
27,7493,3,1
65,8647,5,1
22,6639,2,0
30,3520,4,0
37,7794,2,1
37,4053,4,0
56,1800,3,1
19,5436,5,1
26,8144,2,0
22,1842,4,0
22,8168,5,0
48,6959,1,1
62,6365,3,0
62,3757,2,1
55,4643,1,0
42,3377,3,0
22,6373,3,1
40,4637,5,1
64,7834,1,1
46,3934,3,1
57,5014,3,1
60,2758,4,0
49,8527,4,0
36,1892,5,0
18,7672,3,1
37,2760,5,0
19,8035,2,0
63,6272,2,0
52,1997,2,0
43,8099,2,1
65,7791,1,1
41,8523,5,1
61,4083,1,0
52,6227,1,0
38,3089,5,0
23,4930,3,0
63,6717,2,1
64,3739,3,1
26,3439,1,0
56,5637,3,1
19,5921,5,1
45,5792,1,0
56,6374,4,1
20,6687,2,0
61,7662,1,1
57,2559,5,1
62,6954,3,1
23,2552,2,0
27,8441,4,1
24,4546,5,0
39,6394,1,0
43,3774,2,0
25,6666,4,0
47,8343,2,0
38,3650,5,1
61,1857,4,1
35,4776,3,0
64,7519,1,1
61,7361,2,1
30,2454,4,1
36,4998,1,0
54,4576,2,0
44,8979,4,1
44,2883,4,0
38,7559,5,1
18,4776,2,0
26,7936,4,0
52,4267,1,0
49,8459,5,1
18,3570,4,0
21,4508,1,0
20,5045,4,1
18,4838,1,0
51,7051,1,1
45,3978,1,0
55,2788,1,1
55,2158,5,0
28,2280,2,0
27,4788,2,0
34,4576,2,0
47,8001,3,1
62,6694,3,1
25,6506,2,1
20,2205,5,1
45,2152,2,0
47,4657,4,1
60,4435,3,1
58,6637,2,0
36,7920,5,1
36,7481,3,1
32,6009,1,0
19,6966,5,0
53,6676,4,1
40,6136,2,0
36,8043,3,1
43,3085,2,0
61,4839,2,0
57,5855,1,1
44,4912,1,0
44,2640,4,1
37,6238,4,0
18,4227,4,1
27,8007,4,1
43,1931,2,0
22,4798,5,0
22,4867,2,0
22,5414,2,0
58,2538,4,1
24,4388,4,0
51,5404,5,0
26,3268,3,0
31,3809,5,0
46,6446,3,0
42,3964,3,0
61,8449,3,1
47,6580,1,1
47,2808,5,1
23,8013,5,1
52,5059,4,1
37,8743,4,1
45,4504,4,1
53,3725,2,1
63,6774,4,1
60,6383,4,1
18,4865,4,0
29,3789,4,1
64,2526,5,1
18,8400,1,0
28,2009,5,0
49,3781,2,0
27,7454,5,1
31,8240,2,0
43,4168,3,0
53,2892,3,1
28,8480,4,1
47,4880,5,1
59,3330,3,0
48,3739,5,1
28,3633,5,1
59,2952,1,0
61,3293,1,0
34,7442,1,0
57,3347,2,1
29,6029,3,1
31,4232,4,0
56,6641,5,0
56,1874,4,1
38,8861,1,0
35,7452,3,0
42,2271,4,0
54,7450,5,1
30,6314,2,0
18,7670,4,1
33,3548,2,0
45,6923,2,1
49,5481,4,1
31,2417,4,1
50,7533,1,1
43,4247,4,0
46,1828,2,0
21,3750,4,1
39,6832,3,0
50,8322,3,0
36,2494,1,0
63,4237,1,0
49,4013,1,0
45,5676,3,1
45,5514,4,0
54,1819,4,1
18,8703,1,0
43,3363,5,0
40,6996,4,1
34,5172,1,0
46,3989,3,1
59,6602,2,0
31,6609,5,1
65,6504,5,1
56,8268,1,1
63,5945,4,0
65,6880,3,1
18,8900,3,1
60,3500,2,1
45,4229,2,0
65,3622,5,1
42,2630,2,0
63,6289,5,1
52,8399,1,1
24,4499,5,0
39,3667,3,0
62,2399,2,0
45,7872,2,0
30,8489,5,1
63,4291,4,1
58,3123,3,1
47,7915,5,1
22,8740,5,1
51,2957,2,0
51,7067,5,1
21,4501,5,1
36,2352,4,0
42,7514,1,1
30,7517,3,1
41,5083,3,1
54,6710,5,1
35,5006,1,1
38,6021,4,1
57,4006,5,1
42,3379,5,0
18,8814,5,1
46,3062,2,0
25,2215,5,0
27,5217,1,0
26,1860,1,0
40,4410,4,0
44,4075,3,0
51,5065,3,1
40,5843,3,0
29,3887,4,0
18,1856,1,0
46,4565,5,1
44,8422,5,1
36,7397,1,0
44,4934,3,0
24,3060,2,0
37,3930,1,0
55,6810,4,1
18,2977,2,0
44,6177,4,0
32,8652,3,1
20,7781,1,0
33,5144,2,0
57,4243,3,0
31,5999,4,0
20,8331,3,1
52,6809,5,1
56,8164,3,1
31,4004,5,0
45,7026,1,1
48,6685,4,1
54,8989,4,0
35,4557,2,0
25,3518,3,0
35,6114,1,0
20,5601,2,0
42,7958,4,1
50,1916,5,1
58,7035,2,1
61,1954,3,1
58,8036,5,0
60,5340,1,0
57,3855,3,0
20,8365,2,1
40,6145,5,1
26,4520,5,0
19,5639,2,1
27,2134,2,0
65,5404,4,1
52,5378,4,1
41,2731,3,0
45,7844,3,1
61,6081,2,1
50,6076,2,1
38,8244,5,1
62,6013,3,0
44,3103,2,0
32,3178,4,0
59,4753,5,1
57,7999,3,0
44,8670,4,1
51,3518,1,1
46,3376,1,0
29,8709,5,1
59,7381,1,1
51,8339,1,1
50,3025,3,1
42,8544,3,1
54,4359,4,1
55,8648,1,1
27,3729,2,0
27,3602,4,0
57,5917,5,0
27,3202,2,0
54,2263,1,1
45,4391,3,1
63,6241,4,0
53,4098,4,1
55,4445,3,0
46,5246,4,1
30,6660,5,0
52,6230,5,1
46,7935,2,1
22,4689,5,0
49,6735,1,1
37,4827,5,1
63,6937,4,0
53,3521,5,1
50,5431,4,1
19,8855,2,1
61,5723,4,0
33,6663,4,1
29,2738,5,0
39,7847,1,0
52,2617,2,1
59,8264,5,1
42,8741,1,0
26,8480,1,0
49,1857,4,1
56,2100,1,0
55,2880,2,0
27,6629,5,0
53,6770,2,1
63,5989,4,1
56,5520,1,1
38,2162,4,0
47,5986,5,1
51,8213,2,1
30,4571,3,0
18,8356,4,1
65,2631,2,1
60,3586,1,0
39,6978,1,0
38,5404,1,0
59,2566,5,1
56,7333,2,1
63,8535,3,1
37,4811,5,0
24,2425,3,0
48,2221,1,1
32,7109,3,1
30,5081,5,1
25,4456,4,1
52,6729,1,1
55,7033,4,1
46,6861,4,1
27,3701,3,1
58,3987,3,1
36,3957,4,1
54,8437,3,0
32,8512,4,1
45,4242,1,0
31,2903,5,0
31,8012,4,1
31,8915,1,0
49,4798,4,1
28,6726,2,0
32,2655,5,0
53,8140,2,1
26,6427,1,0
41,7577,3,1
32,3656,2,0
42,8800,3,0
40,6934,3,1
55,5345,4,0
47,3498,3,1
42,8735,4,1
42,3247,1,0
58,6488,3,1
59,2474,4,1
57,2741,4,0
18,4558,1,0
28,2430,5,0
43,6424,5,0
36,2610,2,0
37,8663,3,1
42,7526,1,1
34,8495,5,1
49,8442,4,1
65,2852,5,1
26,6191,4,1
58,3777,2,1
19,8451,2,0
58,4649,1,0
59,6593,4,1
29,2754,5,1
44,4889,4,0
56,7913,4,1
44,5367,1,0
38,7916,4,1
35,3224,1,0
26,2894,2,0
55,6258,1,0
31,7740,4,1
53,3608,4,1
57,7865,1,0
46,6832,1,1
58,4293,3,1
25,4047,3,0
28,3530,2,0
40,2313,4,0
43,4753,4,1
26,8915,4,1
25,6302,4,1
26,4909,2,0
55,8208,3,1
59,4924,5,1
40,6573,2,0
49,7414,4,1
34,8451,1,0
20,2015,2,0
53,4449,1,1
65,8366,3,1
64,7714,2,1
35,8185,3,1
34,8968,5,1
27,3279,5,1
32,6491,1,0
33,3712,1,0
41,4060,4,1
62,2485,3,1
36,6553,2,0
23,2737,3,0
55,5551,5,1
55,8549,3,1
26,8966,1,0
55,4439,3,1
49,7129,4,1
50,3391,1,0
41,5912,1,0
64,7507,5,1
33,2502,3,0
23,4458,1,0
34,3674,4,0
44,3199,1,0
18,5780,5,0
47,2597,1,0
43,6968,5,1
37,2855,3,1
21,5130,5,1
18,2969,4,1
60,3421,2,1
64,2390,3,1
29,7589,2,0
20,2232,2,0
29,5914,4,1
59,7463,3,1
19,7331,3,1
26,3177,3,1
24,4169,2,0
44,5735,1,0
22,3897,3,1
54,2960,1,0
43,5276,2,0
65,6054,2,0
26,4076,1,0
38,3701,5,0
60,3242,1,0
26,7165,1,0
60,7855,5,1
22,2732,2,0
37,3512,2,0
30,3666,2,0
51,4903,1,1
28,3792,5,0
44,7364,3,1
31,4292,2,0
37,8128,3,1
45,8296,1,0
55,5994,4,1
35,3224,1,0
55,4721,2,0
47,7015,4,1
33,4066,5,0
58,4753,2,0
32,4718,4,1
23,4541,2,0
43,4838,3,0
22,3991,4,1
42,3091,3,1
58,5985,1,1
44,5211,3,0
48,8212,3,1
43,8754,5,1
28,4163,4,1
35,8064,4,1
38,7263,2,0
53,6555,4,0
58,8074,5,1
39,7927,2,0
30,8987,4,1
55,3034,3,0
48,2470,2,0
59,7516,4,1
65,6922,5,1
38,4023,2,0
36,5165,5,1
65,5315,2,1
19,5182,1,0
52,3005,3,1
55,7033,2,1
52,8249,1,1
40,8848,2,0
50,2482,1,0
50,7172,2,1
23,2039,2,0
31,5682,2,0
48,7461,2,1
18,2581,3,0
45,8472,4,1
63,1956,5,1
42,7795,3,1
25,2879,1,0
43,8220,2,0
37,8214,4,1
38,7062,3,1
65,6536,2,1
62,4229,3,1
31,8484,2,0
47,2936,5,1
55,6965,3,0
43,8522,5,1
60,2454,1,0
44,7555,4,1
54,5569,1,1
46,7306,1,1
53,3636,2,0
56,2708,1,0
42,2680,2,0
54,2025,1,0
63,3822,5,1
64,6593,1,1
23,3394,2,0
35,3564,4,1
44,8625,4,1
31,7416,3,1
24,4105,1,0
52,8330,3,0
21,2382,4,0
31,2108,1,0
52,2546,1,0
36,6537,5,1
23,8121,1,0
37,7175,2,1
20,3033,5,0
44,8789,4,1
43,6258,1,1
22,8977,5,1
33,4191,2,0
30,3912,5,1
39,4276,5,0
27,2290,2,0
22,5285,1,0
54,7299,1,1
55,2616,2,1
42,2281,1,0
48,2610,1,1
25,3465,2,0
24,6575,3,1
19,2908,3,1
60,8906,1,0
51,6351,1,1
25,2885,5,0
58,4250,3,0
49,7511,1,1
56,3545,4,1
50,4818,4,1
45,3336,5,0
53,8260,1,0
58,5890,3,1
25,7187,4,0
54,4145,2,0
27,2774,3,0
21,2423,2,0
39,3584,3,0
56,7235,4,1
29,4982,1,0
34,8469,3,1
38,3237,4,1
22,1816,2,0
36,5785,1,1
47,6582,5,1
57,4060,5,1
40,5289,4,1
50,6471,5,1
21,2050,3,0
58,7540,3,1
40,7234,4,1
41,8175,5,1
27,8777,2,0
64,2507,4,0
43,2891,3,0
19,3921,4,1
48,1984,1,0
59,4048,1,1
18,8504,4,1
44,8854,2,0
62,5993,4,1
24,8983,1,0
58,8457,4,1
56,2283,3,1
24,5780,2,0
18,5664,4,0
50,7699,1,0
60,3121,2,0
53,3013,2,0
27,4125,1,0
48,4476,2,0
40,6764,5,1
20,1810,3,0
64,7954,5,1
56,8374,1,1
24,7571,1,1
40,7264,1,1
38,3391,3,1
46,2992,2,1
51,6650,2,1
18,8284,4,1
58,7536,3,1
53,2135,5,1
51,3768,1,0
52,1940,1,0
37,2638,5,0
63,4498,2,0
57,4527,2,1
50,8033,1,1
34,4158,4,0
47,4157,2,0
29,2496,5,0
57,3629,1,0
40,5877,5,1
19,7318,2,0
55,8133,1,1
24,3617,5,1
63,5442,3,1
33,8533,4,1
18,4412,3,0
40,5838,3,1
37,7516,1,0
35,3328,5,1
18,8633,4,1
45,6440,1,0
40,3055,5,0
52,5315,1,1
64,2197,4,1
47,3770,2,0
35,4841,4,1
23,5069,3,0
44,2563,2,0
53,2366,3,1
53,2279,2,0
58,1967,5,1
48,7721,4,1
28,7044,5,1
36,4006,3,0
49,8842,2,1
18,6154,3,1
33,7894,2,1
29,3541,3,0
20,4043,1,0
26,4321,1,0
39,3820,4,0
38,6179,3,1
36,8729,5,1
42,3226,4,0
42,1922,2,0
41,5504,1,0
31,3615,2,0
39,7334,5,1
29,3620,1,0
52,8439,2,1
32,2177,3,0
26,6756,4,1
62,6856,5,0
28,2612,4,0
28,6717,2,1
19,4274,1,0
52,8100,2,1
40,7407,2,0
43,4933,5,0
18,5045,2,1
40,7956,1,1
25,8673,2,0
50,2169,3,1
40,1862,2,0
44,2580,5,0
54,3760,2,0
57,3648,4,1
23,6745,1,0
59,1977,2,1
59,4598,4,0
27,3309,3,0
63,7346,3,1
22,6011,3,1
56,4332,1,1
55,6892,2,1
36,8303,3,1
31,2919,2,0
42,7132,4,1
52,8094,1,1
42,4172,4,1
33,5436,1,1
25,6837,3,1
40,3404,5,0
24,2457,4,1
45,5246,4,1
40,3248,4,0
44,2348,2,0
54,3111,5,0
62,7108,3,1
21,5132,1,1
57,2290,2,0
22,7331,1,0
58,6281,4,0
58,8565,4,1
31,4546,2,0
30,7402,4,0
40,6598,2,0
26,4901,5,1
59,5999,3,1
49,2486,1,0
27,6766,3,0
20,2036,2,0
39,8131,2,0
52,6425,2,1
62,7512,1,1
34,5382,3,1
58,5914,4,1
31,2838,4,1
52,7645,3,0
60,6336,2,1
49,5181,3,1
39,3522,5,0
24,2605,3,0
19,8472,4,1
28,7537,4,1
29,5331,4,1
32,8939,3,0
27,5796,2,1
38,4629,2,0
33,5805,3,1
38,7955,4,1
44,3931,5,0
36,6622,4,0
35,8469,5,1
41,8603,1,0
44,6923,2,0
44,6539,2,1
44,4478,4,0
39,8834,1,0
61,2244,4,1
46,8974,4,1
29,6692,2,1
62,1978,5,1
31,3908,3,1
22,2873,5,0
45,8916,3,1
29,3007,2,0
49,5580,5,1
62,8800,1,1
40,5836,5,1
26,4860,1,0
36,7518,1,0
31,3685,5,0
23,4197,4,0
27,8142,2,0
59,7789,2,1
54,7523,3,1
63,5033,4,1
64,5447,1,1
44,6962,2,0
51,5292,2,0
22,2933,2,0
21,7698,5,1
35,2836,4,1
52,3467,2,1
31,5264,4,1
42,1987,5,0
62,6225,5,1
64,7862,1,1
42,1871,3,0
34,6769,3,1
56,2890,1,0
41,5234,3,1
21,2731,2,0
57,4827,1,1
31,4865,1,0
18,2434,1,0
36,5007,1,0
51,7660,1,1
21,3575,5,1
54,7034,1,1
58,2358,1,0
35,3782,1,0
42,5969,3,0
31,8629,3,0
58,7161,1,1
59,3579,4,1
38,4685,5,0
20,6915,1,0
43,6029,3,1
46,2701,4,1
46,6296,3,0
56,2104,2,1
60,2641,4,1
51,7484,5,1
31,5762,1,0
24,4796,5,1
45,8344,5,1
25,2497,5,0
